label	x_train
3	
3	 新的一年甜甜蜜蜜！ 好家伙 在这种情况下get爱豆同款 呜呜呜呜呜呜呜居然还有票！！看到别人说都没有抢到票还超级担心来着！终于要回去了！！ 考试突然提前一星期 不知道该哭还是该笑 啊啊啊啊啊啊啊啊啊啊唐嫣 到处都在下雪就这没下我气啊！零下四度还不配下雪吗 还好 hold住了 没有啥奇怪的歌混进来 2020年的最后一个周末～开心约会在星期天晚上 现在...左牙槽有点空 啊啊啊啊啊啊啊终于来了 我...... 啊啊啊啊！！你可太棒了！！！ 评论配图 啊？这样的嘛 呜呜！唐嫣怎么那么绝！！又来鲨我！ 我天哈哈哈十六中的风格果然不变 校内也要戴口罩了有点害怕 呜呜呜呜呜唐嫣可太好看了！！今天像过年 唐嫣！我天！绝 啊啊啊啊美女颜值在线鲨人 啊啊啊啊唐嫣可太好看啦吧！！！ 评论配图 啊啊啊啊唐嫣！！！太好看了我死了  我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 啊啊啊啊啊啊啊啊啊第三张！！！我死了 今日份迷惑 免费的公交 一块钱的小蜜薯 三块五的山楂 两块九的老酸奶 爽 我在微博之夜活动中，为唐嫣投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在微博之夜活动中，为唐嫣投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 电话音嘿嘿我爱死了 美好的一天结束啦 哎呀 这就是成熟男银的魅力嘛 嘿嘿今天天气真不错 天空好蓝 铭记历史吾辈自强！  好了 现在不止周六上课 周日也来凑热闹 怕是报了个高考补习班 手机还没有被摔破真的是个奇迹 ？  ？ 好烦 一首歌硬是找不着 困不捉 我好low 已经开始紧张了 呜呜 乒乓不及格 呜呜呜哄睡个锤子 越来越清醒了 可是还得早读 呜呜呜呜呜好可爱 生日快乐 不就是穿了个高定嘛至于嘛 呜呜呜呜终于等到你太好看了！生日快乐大宝贝 靠 气死我了 是哪个见不得光的心虚删我评论了 我真能在队里干下去的动力，一是因为第一次的好名次冲昏了我的头脑，二就是G学姐真的好好呜呜好温油陪我改了一小时  ？ 欧扎克和好时一起泡绝了
3	 上线吧华彩少年这个刘丰有点意思hhhh 非洲人也要参加抽奖
1	" 如果你不经意想起-易自豪 ？好离谱啊 再次十八岁 好看子 请允许我的平凡 别人的生活五颜六色 而我的生活只有一种颜色 那就是乐色 转发微博 笑的⋯⋯ 今年喜欢的剧好多喔 如此可爱的我们 酋长的男人 冰糖炖雪梨 半是蜜糖半是伤 我才不要和你做朋友呢 好美的青春哇 我们破烂图  转发微博 转发微博 希望明年️机会见面 我一口一只小猫咪 支持北北子 支持笨蛋老婆 不可能 中间也藏着可能 不记帐不知道 一记账吓一跳 我十月真是牛批 气运的新歌蛮好听的欸 就是live太拉垮了 要是能像录音版一样就好了 还想dream一个我想你正在听的录音版  很无语 今天也恐婚了 救命啊非谓语动词是什么几把东西啊！什么不定式完成式什么过去分词短语作状语啊一个都分析不出 操 无语啦英语的时态没有一个分得清的 ‘’希望就在云后面"" 这是在做什么 一半一半吧 时间过得好快呀，有点想念疫情期间在家自己做饭的日子了。 永远喜欢猫猫和狗狗 到底什么是好人，什么是坏人。家里有一个人是杀人犯，就必须全家跟着受罚。家里有人得精神病，这么多年没有人发现。爸爸关心的是儿子废了，找的是别人的原因。然后断定精神病是因为前妻家里有精神病患者所以遗传的。家里哥哥死了，妹妹只觉得妈妈偏心。这么小的孩子，对妈妈说出‘’怎么不和哥哥一起去死算了‘’这样的话，把孩子养成这样，父母还意识不到问题的严重性，只顾着自责，吵架，闹离婚。人确实是冷血又自私的。 女，妈妈爱妳 陈君何和吴智勳两个人的人设我都喜欢 但是陈君何真的好好喔 看来比起高冷学霸我还是更喜欢这种校霸 。。。。。。 好想谈宋 好想高振赫 如果想念有声音 弟弟 你怎么救这么堕落了 你回去演高中生吧 和小美女谈恋爱 行不行 我真的不喜欢姐弟恋 姐姐还不好看 55555555555我们弟弟小可怜 为什么要虐弟弟哇 天哪我看灰色束脚裤看得快疯了 要么很短要么掉毛要么版型不好屁股太大 就没有一条正常的吗 笑死我了评论是不是又在全体自我感动啊 女，生日快乐 大手笔林听北"
0	  王一博我的世界守则 王一博自拍歌曲封面 你好皮啊哈哈哈哈哈哈我今天真的要笑死 原来新专是这样的画风 话说我就喜欢这样的你 啊啊啊啊啊啊啊啊一博你好帅！！ 给我一顶圣诞帽 圣诞换装 博君一肖 终于可以明目张胆的带这个tag了哈哈哈哈哈哈哈七字真言必须szd！！新年快乐，来日方长啊❤️ 哭了好怀念去年的星光大赏，太美好了没想到一年后还能再看到同台，今天已经满足了❤️ 肖战王一博再同台 过年了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊 哈哈哈哈哈哈哈一镰刀甩出去...正中啵啵的头，论狠还是玐玐牛批抢一宝id的是玐，送摩托的是玐，最后打死一宝的...还是玐 哈哈哈哈哈奥特曼太可爱了 世界的另一面 报告！uu子的爱已收到！ 哈哈哈哈哈哈都中了 12.13合肥下雪啦❄️ 今夜南京点亮和平烛光勿忘国耻，守望和平  允子太可爱了 看哭了喜欢这个故事，王者现在特效做的越来越好了  五条悟 点进热搜出不来了！！五条悟好帅啊啊啊啊啊啊啊啊啊啊 欢迎回家！ 啊啊啊啊瞬间被拉回初中那时候 好喜欢by2 最近倒霉一二事——这好吗，这不好。 奖励收到啦！！发货好迅速整整六大盒，正好尝尝新品谢谢掌柜 第一千条微博打卡！✧٩(ˊωˋ*)و✧（先自我祝贺一哈 呱唧呱唧...第一天使用这个账号应该是在高三那会从我同桌手里接手过来的一直到现在陪我从高中跨入大学期间也没咋换过id刚开始用时是叫苏铁_time后来觉得有点非就换成了现在这个（现在这个也一般，懒得换了，起名废...ㄟ( ▔, ▔ )ㄏP2是窝的第一条微博( ° ͜ʖ °)✧·期待破两千的那天੭ ᐕ)੭*⁾⁾葱葱葱 合肥学院四十周年校庆 四十周年快乐！！祝愿合院越办越好 我透 牛批还会拐弯和加速 愿2020年最后一个月一切如愿，事事顺利 11月搞了7个互动...太累了太累了俺要歇歇
0	 我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 一起来吧！我在2020微博之夜活动中，成功加入了花少北战队T1为Ta打榜~快和我一起送Ta问鼎荣誉宝座，还有机会瓜分盛典门票哦！ 花少北战队T1 我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  414 冲冲冲！
3	 王一博 奶酷！ offgun 粉嫩嫩！ 喜大普奔！○( ＾皿＾)っHiahiahia…我在gunatthaphan超话等级达到LV.7，获得TaoTao头衔，快来 gunatthaphan夸我优秀！   offgun 同框！！同框！！ 好可爱呀呀呀呀呀！  吻住了场面！ 我淦！喜欢  offgun 好看！ 可可彼此 好听！    啊啊啊啦啦啦变成土拨鼠！！！～ 好！听！ ❤️❤️❤️  爱你爱你 太戳我了 offgun 可爱可爱  来我的主页看看我的精选照片吧 offgun 真真真真真太太太太可爱！ offgun 这也太太太可爱了吧 好可爱！！   激动激动激动！！ offgun 啊啊啊啊啊啊啊终于等到了！！ offgun 啊啊啊啊啊啊我又来了 啊啊啊啊啊啊啊啊啊我好爱   
3	 王冰冰冰上弹钢琴我的第一反应竟然是橘右京的bgm，“冰冰冰——” 所以这边大学什么时候放假，我想回家 接起电话，首先“您在辛巴那里买的东西有质量问题”，然后“你叫XXX”，你说，这么明显的信息泄露，不是辛巴的问题？ 日常迫害室友  校方回应男生朝女生泼化学物质化学物质？直言浓硫酸！！！如果我是被泼浓硫酸的女生，面对黑暗的世界、面目全非的脸和多种并发症，真的想si的心都有了 掌中之物的剧情让我直犯恶心一个恶人毁了多少善人的人生 未定事件簿敢动不敢动？ 当年我同桌向我表白，但我只想当他爸爸 就像是我的一个女性朋友说的：看，那个群里8个女孩子，都喜欢我，哪怕我是女生。怎么说呢，既然不想负责，就不要去撩，她真的属于那种，特别特别会说情话的女生，信手拈来，尽管对方是个普通朋友。 我的微博之力微博之夜我的2020点滴印记，在微博记录，快点击【 我的微博之力 】来看看你的“微博之力”吧！2021料你好运 本文科生当场暴毙自己买的辅导书跪着也要写完 高等数学我日你全家！！！！！！ 《孔雀》 讲美与毁灭肉感的结合 今日份大无语事件当对面宿舍楼下小情侣亲亲时—— 老陪跑了 有人知道王一博到底出了什么事吗？感觉他没几天就要被人声讨一下滚出娱乐圈不过这张图挺好看的倒是，有点原画那味了（虽然不是我的菜吧） 无聊的一天 我正在摩点浏览这个项目 ““竹林七贤”香水，魏晋南北朝的明星香水”（分享自 有钱买水军没钱赔偿消费者 ——当代翻车主播现状 每日一善每日一善 阳光信用 富强、民主、文明、和谐， 自由、平等、公正、法治， 爱国、敬业、诚信、友善 。 富强、民主、文明、和谐，是我国社会主义现代化国家的建设目标，也是从价值目标层面对社会主义核心价值观基本理念的凝练，对其他层次的价值理念具有统领作用。 我不想吃东西，我只想要周边！！！！！ 在能帮的时候绝对要帮 什么都不为，只图个心安 当我不会吃鸡时……PS：人间迷惑行为大赏 打开游戏时故意把声音调到最大，就为了那一声“呱”（光子） 每日一善阳光信用阳光信用 每日一善 今天我深切援助了腾讯公司的程序员哥哥，并为王者荣耀缝合怪消费了百馀元，甚至还要在接下来的几天中持续消费，也许我的学历还不如程序员小哥哥高，但我还是要日行一善，将自己吃饭的钱捐出去，因为我要帮助马化腾先生出道，为马先生积极打榜，让他的《氪不氪以》响彻全世界，你一票我一票，今天大叔就出道！据说九宫格可以涨权重…… 没钱了，因为把大乔姐姐的皮肤买齐了，还要买姐姐的星元圣诞限定，萝莉什么的虽然我也爱，但是还是更爱姐姐，所以只能做互联网乞丐这样子 高三那年，我前桌直接教室开吃螺蛳粉，我还以为是我鸡腿坏了，吃了一半忍痛扔掉 我只能在微博上放飞了QQ、VX三次元认识的人太多了哎 今日份眼瓢把《当你老了》看成《当你老子》 湖州师范学院今天突然有人敲寝室门门口四五个大汉，我和我室友两人有点点慌不过还好只是来换空调的尽管如此，还是后怕，于是在TB上看看有没有电击防狼器卖结果只搜出来了这玩意儿咋？你让我给歹徒千年杀然后电击他把他搞到腿软去自救 既然不喜欢女生，就要做好一辈子绝后的准备 我自身就是，偏向于无性恋，不能给对方ta想要的，我很早就做好了单身一辈子的准备，如果爸妈催得紧，我就找个X开放的形婚，在做自己的同时不伤害到别人。 第一次遇到这种事啊我提前到了我等她结果她没找我自己一个人走了服了服了，以后还是自己出去吧 心底一凉  王者荣耀问一下有没有女孩子专门的开黑群啊，我姐姐已经五连跪了我姐跟男生玩就莫名打不好，那个男生挺厉害的，星耀呐，开小号陪我姐玩，结果昨天我陪她摘的星星今天全掉下去了没有开黑群有野王也行啊www，要是不介意的话能也带带我这个拖油瓶吗安卓Q区哒，平常我姐姐不在的话也可以去V区找我呀（v区才是大号……小号是为了陪姐姐） 过于真实了baby 最开始只不过是有点委屈，可姐姐几句话，我就有点儿忍不住了，眼泪在眼眶里打转但是我已经成年了，冷点就冷点吧，不会特别难受。哪怕今天来事了肚子疼，但忍忍也能过去，ballball自己，明天还要继续奋斗呀哪怕再冷再痛，我也要向着光走，“此后如竟没有炬火，我便是唯一的光” 我想去南京了，哎 哈哈哈哈哈哈哈哈哈嗝 希望不是人为一路安好 楠人 昨天双十二熬夜困得不行——马后炮一级选手 才支持正版小说3个月已经花了1000了……我咋这能看？？？ 现在的男女矛盾真的有点严重啊 既然如此不如内部消化 反正我也喜欢看pl姐姐 而且……男生的袜子不会真的，能立起来吧 成都20岁确诊女孩发声在本次事件中，能感觉到网暴的力量而我今天也难得得体会了一遍网暴今天上线，突然发现本潜水人消息有点多，颇为好奇，一点开发现，竟然有人圈我并对我yygq……就离谱啊，我盯着那条骂我的微博看了半天，也不太能明白是什么意思……起因好像是我夸了墨香铜臭一句（因为我舍友喜欢她的书，因为我看原耽所以试图推荐，然而太虐了我实在看不得），可能有点夸大吧，但我确实挺佩服她的，确实有才华。然后她的粉丝（？）就翻我的关注栏，我同样研究了一下她给的截图，emmmm除了水千丞可能因为是同事和墨香铜臭染上关系意外，其他的就应该没了吧……但我也不看水千丞的啊（据说更虐，我唐门拒绝一切刀和玻璃渣）离谱，估计墨香铜臭的路人缘就是被这样败坏的吧，以前经常能看到抽奖不抽虾和龟的，估计都有过相似的经历吧从此转路人黑，单纯黑她家ncf，一个耽美小说作者的粉丝饭圈味道那么冲，啧，告辞告辞，我还是在晋江上安心看书吧，vb这种乌烟瘴气的地方还是少来了有请几位nt出场 以下事件截图 emmmm还是别人家的老师香昨天去蹭课今天上网课，反正就是不听上面分配的老师讲课 可是我打不过…… 我猜又可以在tb上买到莫医生的同款 没钱了 ，内幕我，懂？ 哎，没钱咯 和队友一块打游戏……结果降落在一堆柱子中间生生卡死 快点解决这个bug！！！！ 本来今天因为一些事情很伤心但Q群里出现了鹤姐姐的消息刚刚聊了两句我愣了不知何时——眉眼弯弯 生日快乐呀
2	 硬糖少女能听出谁是vocal就喜欢这种全开麦直播 真实又有人情味 希林娜依高容祖儿神仙合唱
2	 超高校级的地铁排队  今天的湖区是一座巨大的迷宫。今天的我也是一样的废物。 南京地震论文人完全没有注意......anyway 地震不地震无所谓，论文没事我就没事。 真的顶不住了先退博几天。有事vx，但也不太可能及时回就是了，谢谢大家。 喝了酒再卡着点滚回来学数学我完全是尸体在积分。 虚假的大学生：今天也在为xjk贡献gdp！真实的大学生：damn论文它怎么永无止境。 ❣️ 纯路人，这是仁类简史吗 好烦，快疯了，有没有人聊天。（打开一周内第二篇论文。Ask me anything！欢迎向我匿名提问！ - 来自Akirathe7的Tape小纸条 。 大家好我网恋奔现失败了跨年继续写论文 雪化的好快。但是好消息是今晚有更新。感觉在把现实当类魂游戏，过了期中就是二周目，又成功活过一个七天。 好家伙马了 //钟楼的钟声根本没有响起//相信的就只有这些 我关心四级吗，我关心的只有考完试在食堂和快递站排完队之后来不来得及回宿舍换书并把咒回看完再在一点前赶到数院找学姐学线代罢了。 一位75岁的工科人被留在世纪初的冷风里。 今天是两百万之夜。 老师说随便输帧数我直接致敬血源诅咒。 来到牌区感觉自己老南京了。 快了快了  没得打啦。开始吃午饭。 我投了我投了
3	 保住了！  真的是爱情开始的地方 哇说得太好了 好神奇 哈哈哈哈哈哈笑死了
0	 记者暗访论文网店根源上就错了，怎么纠正都没用。现在找工作那么难，什么端茶送水的工作也要高学历甚至海归。基本上大学毕业，不管好赖学校，至少都要考个硕士。那么问题来了，是所有人都适合科研吗？那些本就不适合天天泡在实验室或者抱着一堆文献看的人，他们也想找好工作，那怎么办？把他们硬生生地按在不适合他们的模具里，像流水线一样，不管是什么材料，都要在两三年之后产出一样的东西，可能吗？为了毕业、为了发文章，他们只能去抄、去买。浑浑噩噩度过研究生时光，回过头一看，学的是自己不喜欢的，做的是自己不擅长的，几年光阴只为一张纸，也只得到了一张纸。但没办法啊，只有那张纸才能保住自己的简历免于被扔进垃圾桶的厄运，只有那张纸才能得到一张面试甚至只是笔试的邀请函。
0	 新年快乐～～  一起！ 了 新年快乐 小七锦鲤 转运 2020年的最后一天倒霉！  跟魔幻2020说再见刚需！ 试试 试试 随手拍你身边的圣诞老人 相宜韧芽计划 再见2020读书微盘点 终于等到道歉了！！！  冲向2021      啊啊啊啊太可爱噜！真的有这样的书包吗 晋江强推“ 你也很巧的爱上我” 试试～～ 小白心里软的神秘口袋 爸气出发2021 苏宁30周年一起出发  狗子坐飞机有多可爱哈哈哈哈哈 冲向2021 2021国风登场 转运  豆瓣强推 《追不到的江原》完结啦！！！ 试试 破圈吧！少女哈哈哈哈 啊啊啊啊宝贝！ 啊啊啊啊啊啊啊 粒上皇用心做国民好零食试试 ！！试试 我夸我记几坚持锻炼 圣诞出逃计划 膜膜祝磊磊生日快乐 生日快乐！ 诞愿u你 一起唇红齿白！  圣诞节快乐 小七锦鲤 双旦happy“牛”耶 杨超越香遇安宝笛 粒上皇用心做国民好零食   写论文必备的宝藏网站  快乐～～ 关羽版圣诞老人哈哈哈哈哈哈哈 有生之年必去的演唱会现场那必须是我周！ 半糖行动我的甜蜜分你一半 爱了！ 樱桃琥珀 跨年夜舌尖创意厨神绝 圣诞节一起好看 项链 圣诞节一起好看  威利默克时光许愿树万事胜意 双旦happy“牛”耶     《此处风雪寂静》完结了！撒花撒花 试试 名字好好听～ 用知识打败矫情hhhhhh 竟然输给了一个穿尿不湿的太可爱噜 醋醋有惊喜 满分   在此一局火锅-～  晋江强推 好看！  宝贝  这英文翻译很上头哈哈哈哈哈哈   冬日健康早餐好搭档 晋江强推 敲好看！  晋江强推 啊啊啊啊啊啊！ 晋江强推 晋江强推 文如其名！ 晋江强推 等重开！ 晋江强推 狗血！ Yuanita Christiani X Maisonsignature2021A/W传奇国度 · 华思时尚 好好看 试试～ 哇 晋江强推  年终宠粉，美验再续 圣诞豪礼从天降 太刺激了n 圣诞礼物从早收到晚欣动不如行动 试试～ 好温柔啊 我在微博之夜活动中，为王一博投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  川渝人狂吃不胖的原因哈哈哈哈哈 55555   万师傅七周年投影仪 多喝热水   试试～ 芝士肉松焗红薯 哇塞 这才是干饭人的勺子哈哈哈哈哈哈  晋江强推 不错子！ 粉瑟凡尔赛女孩的双12 智能牙刷 粉瑟凡尔赛女孩的双12 点头  阿宽为你买单 左点小艾 老婆！  试试 试试 窝被窝 喜欢 好好看 宝贝 晋江强推 be  绝美 双十二碗妹抱抱你 抱妈妈 试试 晋江强推 快乐崇拜 by小央    冲！ 海福盛护你粥全 海福盛护你粥全  确实要坚持使用！ 考研吃瓜定律笑死 啊啊啊啊   来啦！  好好看啊！ 宝贝！   阿宽为你买单 vana圣诞礼物好好看 太认真了崽！  陈吉旺福
0	 大额头拯救法——自画刘海 逃离令人抑郁的学校 就这么下去吧真想一觉醒不来人生就这么到头 再难过再委屈也要加快小脚步回家在外面的世界我可能很渺小可是回到家我就是爸妈的全部了 现实中事情越多 瓜也越多碎片化式吃瓜 金硕珍1204生日快乐
3	 今天有看不完的live我好快乐 不能给鹅多几首吗 如果我明年灰溜溜卷铺盖滚蛋了，想滚回去看演唱会一定是原因之一 ...ㅠㅠ... 今天在听这首东京人寿 演唱会能开了？我只有眼红羡慕的份跟我又有什么关系呢 <Love the seashore>真的好好听啊安智煐究竟是怎么写出这些旋律的TT... 去年的今天启程回家✈️时间可过得太快了⏰ 大家的想法还真的蛮不一样的。可能是我太怕麻烦别人，或者麻烦自己对我来说是值得为'省去麻烦'而花钱的 完蛋啦完蛋啦我最近好焦虑☹️ 我活啦我活啦有live听我就又活啦<爱情句型>真是瞬间把我拉回读书偷听广播的日子真的好多年了 最近喜欢这首，没想到还有现场《falling flowers》Sweden Laundry & Yebit Vanilla Acoustic也离开Shofar Music自立门户了。沙发今年走了好几位音乐人，现在随机到去年的家族曲真是唏嘘어색한 사이 哇 这一张都15年了浮云
