tweets,self-identity
 田雨还好卑职没放弃这就是庆馀年的售后吗话说我心心念念的庆馀年2什么时候来呀 希望，万事胜意 乌鱼子，喜欢张杰就直女？ 救命好甜  祝好   江南百景图冬至灯会.突然有被感动到. 给我一顶圣诞帽圣诞换装 希望快点放寒假，快点开始吃喝躺睡的生活期待明年的演唱会 ？？？？ 张杰哭到唱不下去不及马了，亲故啊～ 明年杭州见！！！ 明年杭州站必有我！！！！！ 最爱的应该是年初的三千鸦杀和年末的心宅猎人但是在华为视频上追的是从结婚开始恋爱 明天见  张杰演唱会为粉丝准备坐垫靠！我太酸了但凡是个星期六，但凡我有票我也不至于窝在寝室   好家伙，生日月跟过年一样 我可以！！ 王栎鑫宣布离婚wc？什么鬼？为什么为什么？前两天回顾世界青年说的时候，王栎鑫提案还是关于秀恩爱，当时还想现在王栎鑫儿女双全生活应该很幸福，结果竟然离婚了？ 张杰声来无畏实体专辑 我以！！！！！！！！ 张杰别把我丢了  张杰别把我丢了 今晚零点，新歌上线 国家公祭日 勿忘国耻，铭记历史，吾辈自强！ 张杰手提箱里的秘密 “你特别帅！让我过吧”明日4级，拜托了文昌君 我在 Heydrop尖货抽签。启动播放 独家首发张杰首张音乐游学日志《Risk It All声来无畏》英文实体专辑CD+U盘 限量编码收藏版！张杰手提箱里的秘密跟随杰哥一起，开始这趟无国界的追梦旅程~   唐印我的入坑作啊  真实情况是张杰生日演唱会  刘诗诗 花中一个瓜一晚跑三家昨晚最忙刘诗诗和刘诗诗粉丝，还有我，到处嗑刘诗诗的颜,3
 大学生互填问卷呜呜呜真的收集不完了没法毕业了，大家救救这个可怜的心理学大四学子，问卷比较长，求认真填，不介意的话我可以帮你回好几份，谢谢谢谢！ 问卷互填呜呜呜真的收集不完了没法毕业了，大家救救这个可怜的心理学大四学子，问卷比较长，求认真填，不介意的话我可以帮你回好几份，谢谢谢谢！ 问卷调查呜呜呜真的收集不完了没法毕业了，大家救救这个可怜的心理学大四学子，问卷比较长，求认真填，不介意的话我可以帮你回好几份，谢谢谢谢！ 六级翻译钢筋混凝土就尼玛离谱 易烊千玺送你一朵小红花 来了来了冲冲冲 啊啊啊什么时候拍的太惊喜了易烊千玺电影世间有她 默读啊呸 好听易烊千玺后座剧场 易烊千玺爱的箴言mv 爱了爱了易烊千玺送你一朵小红花,1
 大额头拯救法——自画刘海 逃离令人抑郁的学校 就这么下去吧真想一觉醒不来人生就这么到头 再难过再委屈也要加快小脚步回家在外面的世界我可能很渺小可是回到家我就是爸妈的全部了 现实中事情越多 瓜也越多碎片化式吃瓜 金硕珍1204生日快乐,0
" 再见2020我的2020年度总结 今天是12月31日，2020年的最后一天。2020，是一个好数字，“爱你爱你”。虽好却这一年也发生了不好的事，这一年是国家和世界的困难之年。年初新冠肺炎疫情爆发，至今仍需戴口罩，但也好在如今疫苗已研制出并可投入使用。 这一年也是全面建成小康社会的一年，也是值得庆 ...全文 今年是值得表扬的一天今天早上上口语课，我举手了，本学期第一次举手，为了分，真是够拼的了，我主动举手去说的演讲 真的很值得表扬噢 我要夸我自己 夸夸夸 真棒有了第一次一定会有第二次的 慢慢克服 到最后一定会好的 有点感慨昨天下载了初高中玩的一个软件，然后今晚看了一下，就是感慨，高中喜欢的一个音乐人如今早已不同往日，说白了现在就是糊了。想起高一，那时还在听他的歌，然后就没然后了感慨我的青春 现在不会再随便追星 就是看看 过客而已不留下太多足迹了吧 免得之后想起又有些感慨长大了呀上了大学 ...全文 好尴尬啊不知道为什么QQ发了一个链接到我加的群里，似乎是被盗了？还有几个群是现在专业课的，好尴尬啊，我还得解释一下。经过这件事得出一个结论：以后看到什么链接一定要小心，不要随便点进去，不然一不小心就泄露个人信息了，反正要学会辨别真假，不要被标题吸引。以后一定长点心眼啊啊啊啊啊啊啊啊啊等时间的流逝，总会忘了的等吧等吧，也只能这样安慰自己了 每日一语 Your attitude, not your aptitude, will determine your altitude.决定你人生高度的，不是你的天赋，而是你的态度。（扇贝单词） 今晚知道一个消息后有点悲痛为什么会这样呢？一条生命就这样结束了，他的父母白发人送黑发人，实在无法想象他的父母的悲痛太难过了，看到整个人心情都不好了 每日一语 Don't let the criticism undermine your confidence.别让这些批评削弱你的信心。    外出玩的一天蝴蝶结是送的，亲手做的(●✿∀✿●)这个地方好棒，很适合拍照今天还去了布料交易的地方，好大，到处都是卖布料的，这里得特别注意看路跟K吃吃喝喝聊聊，聊聊大学生活，聊聊未来打算……坐地铁有点烦人，换来换去的，而且有时候还多人，真让我有点体会到了挤地铁的感觉，以后如果在大城市工作，我会这样吗？出去了一趟，还是增加了一些经验的，不错不错(*๓´╰╯`๓)♡ 今晚有点气噢洗完澡出来看到手机有一条信息，说叫我七点前去拿，天啊，那时都七点二十几分，最后我认命，吹了吹头发，扎头发，穿上鞋，就一路快走去拿，可能是因为我买的是书桌，丰巢柜放不下才叫我去的吧，真的是。就这样吧！这周有点忙呀！明天出去玩。   偶然看到，觉得很对 也喜欢斯蒂芬茨威格《人类群星闪耀时》：1.只有受尽苦难的人才深知喜乐，只有经历考验的人才能预知最终的宽放。2.一个人类的群星闪耀时刻出现以前，必然会有漫长的岁月无谓地流逝。",0
     我的天哭了 一张照片告别2020 打卡2020，一起拥抱更好的2021。  在转一次叭嘻嘻 六珂_快跟着珂珂一起去打卡叭      我的微博之力微博之夜我的2020点滴印记，在微博记录，快点击【 我的微博之力 】来看看你的“微博之力”吧！ 我可太爱看美女了  美晕了           这一组我爱死啦 考试过！ 今天是我的生日12月19日，来祝福我吧~   哎呀 哇爱你❤          哇  我本是一个很暗淡的人，是你给了我满天星光⭐ 我从来没有很自信过，表面一直维持着没心没肺的样子，可内心极其敏感，我很怕给他人带来麻烦，所有认识我的人都觉得我是一个很快乐的人，也许是的，也许不是我常常否定自己，觉得自己怎么也过不好这一生，但每天都在喝的心灵鸡汤来让自己变得更淡然。我没办法向现实里的朋友与父母讲这些，然而我很庆幸遇见了一个很好的女孩子，我和她开玩笑着诉说自己的失败与倒霉，她很温柔的安慰着我，像是认识了很久的朋友，她还给我买奶茶嘻嘻嘻很感动❤ 当世界回馈你挫折之后，相应的也回馈于你安慰，在这个忙碌且虚拟的网络世界让我可以说出自己阴暗自卑的内心面，很不可思议，我曾经是个热爱度很低的人，三分钟热度，而现在我明白，之所以有三分钟热度只是因为还不够爱，所以很感谢这个和我同岁的女生，也祝我们都前程万锦！ 最后我喝了一杯超好喝的奶茶 我刚刚成为了 的真爱粉，正在享受属于我的真爱粉专属权益，你也来和我一起支持TA吧！ 成为TA的真爱粉   想要钱哈哈哈哈哈哈  发现挚爱棕迹 发现挚爱棕迹和珂珂一起挚爱小棕瓶挚爱更好的自己   发现挚爱棕迹 接下来我们要做更好的自己    刘昊然找我吧  哈哈哈哈哈哈   哈哈哈哈哈哈哈      六珂_十二月，继续热爱,3
 心中的第一 感谢你的努力工作，辛苦了 因为是曺圭贤所以值得 可可爱爱  哈哈哈哈哈哈哈哈哈 成都·四川邮电职业技术学院 小朴的琐碎日常 昨日圣诞 成都·四川邮电职业技术学院   圣诞快乐  期待蓝人  吼吼吼吼吼吼吼 双贤 给我一顶圣诞帽  恰兰大 金钟云头像换成我想你我也想你了 西九见 SHINee悼念金钟铉三年了，我还是会流泪啊。 成都·四川邮电职业技术学院 拿渡 绝了 啊啊啊啊啊啊啊啊啊啊啊啊啊啊 烧地板 可的太帅了   铭记历史，珍爱和平，勿忘国耻，吾辈自强！ D&E  绝了 没脸 哈哈哈哈哈哈哈哈哈哈哈  哈哈哈哈哈哈哈哈哈 九人！！！ 大家好，这里是Label SJ  这是王子们吧   我也想念你啊 太可爱了 总有些丑人多作怪的煞笔！Superjunior又不是被骂的！ 拉的太好了吧   就是美男啊   ,1
 硬糖少女能听出谁是vocal就喜欢这种全开麦直播 真实又有人情味 希林娜依高容祖儿神仙合唱,2
 记录一下年度报告 年度游戏没跑了，入坑一年，佛系玩家，不求别的，希望以后也能好好的。 六级答案两天啦，有个准信吗，我快不记得答案了! 六级答案video 那套的听力快出啊，这决定了我能否过六级啊！,3
 今年就很适合人生海海 感恩的心感谢考研。骨量居然还能降低？？在宿舍边看电视边打游戏真的太爽了，终极笔记夹带私货我好爱 瓶邪yyds考完研真好 北京顺义进入战时状态北京顺义一小区疑似出现新冠阳性病例北京疫情 求求了，有没有哪个朋友能提供一张黄的红的健康码！用来在智障爱彼迎退一下房间 今天晚上写英语作文满脑子一句话都没有听政治音频眼前都是英语单词然后给我妈打电话说我可能真的不行，我妈说没事的！猪是不能搞科研的！ 想考完 想快乐 想睡上长长一觉 想回家吃面包 想养一只猫 太美了！ 为什么啊为什么这么突然大家一下子都有对象了 除了我 感觉自己年纪轻轻就过上了空巢老人的生活 每天盼望着盼望着姐妹早点回宿舍看我 整天感叹zj什么时候回来 小群怎么还不回来。唉下个学期的我一定能有自己晚上吃夜宵的勇气！冲 神仙大大！  有好一点,3
 电视剧馀生请多指教仙女姐姐来啦 杨紫仙女姐姐来啦！ 电视剧馀生请多指教仙女姐姐生图来啦超美呀～ 杨紫姐姐超美仙女紫 杨紫超美呀？戴着bulling buling的发夹 终于不再是丸子头了 杨紫蹲了一天了 就像看看 志快点出个图 电视剧馀生请多指教不知道会不会同台其实如果能同框就非常好了，同一个卫视跨年其实也超好 杨紫明天就会见到跨年紫了，大家要开心点 期待小猴子 就可以了 。 刻在你心底的名字好虐呀，有些人可能觉得看了之后他们老了见到了是开放性结局不虐，可是那是一辈子一整个青春都错过了呀 没勇气，多无奈的三个字 无奈到整个人生都是错过的，即是老了遇到了可是中间的时间终究是错过了，无法挽回 ！ 金素妍演技演技炸裂，简直南韩第一女演技（我认为）看过姐姐综艺是那种超可爱的性格要补剧去啦 肖兔崽紫哈哈 他53 今天真的无法形容的感觉 电视剧馀生请多指教说了加油后校校的眼神 医生的摆手和注视 肖兔崽紫哈哈 可以可以 电视剧馀生请多指教后台加油那个好想看 怎么确定是紫说的 只看到了战比手势 啊啊啊啊啊我要看全面一点的 肖战杨紫合唱馀生请多指教快点播出呀～期待期待 电视剧馀生请多指教顾医生和校校他在她背后走过来的时候一直微笑，她唱完歌下台的时候他一直回头注视，，，我现在的心情简直无与伦比无法形容 杨紫来啦来啦来啦 杨紫有没有紫米姐姐知道崽崽 唱第一首歌《一个人喜欢一个人》大概几点呀好害怕错过，， 杨紫仙女紫场内是不是还会有一套造型？？期待中，，， 杨紫红毯一套 场内一套吗？？？？？等下还会有是吗是吗是吗？？？ 杨紫好美呀，，温柔小仙紫 杨紫好紧张呀今天一定要超美超美的～拜托狗志做点人事 cv林予曦 铭记历史 勿忘国耻 缅怀先烈 爱我中华！！！ 杨紫杨紫黑色斜肩连衣裙 又酷又美又迷人 好飒一个百变紫 能帮忙给EXO投票一下吗，谢谢啦 评论配图 杨紫我在直播间发现了杨文静好乖好可爱啊 想rua 杨紫我在直播间蹲杨文静 杨紫 杨紫双色大片 温柔恬静 优雅气质小公主 顶楼第一季都不会揭露真相吗？还有第二季第二季还是原班人马吗？真是太好奇会怎么拍剧了 电视剧馀生请多指教各种，，，，，所以馀生播馀生吗？ 12月你好 12月希望好运一直在 一切烦恼烟消云散,3
 ,0
 薛之谦江苏卫视特效让薛之谦飞了 还没反应过来薛老师就飞上天了 天外来物是真的太好听了 江苏卫视特效让薛之谦飞了薛之谦话说薛老师一言不合就上天天外来物是真的太好听了 天津 薛之谦 迟迟薛之谦新歌《迟迟》超好听期待中午12点专辑最后一首 天津 子望为薛之谦新歌作词薛之谦新歌《迟迟》超好听期待中午12点专辑最后一首 天津 网络一线牵，相聚便是缘；大家来打榜，喜悦比蜜甜！我在全新升级的亚洲新歌榜为 的迟迟-薛之谦 打榜，你也快来！ 天津·枫丹天城 薛之谦薛之谦新歌迟迟上线 《迟迟》超好听 我百计千方 怕美梦不长 笑我请当场分享单曲 迟迟 (    度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融“鲸”喜拆包  度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融“鲸”喜拆包 Wuli 的歌 把你揉碎捏成苹果 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！ 天津·枫丹天城 才华横溢的 发新歌 野心 (电影《缉魂》推广曲) 了！快来音乐人先锋榜为TA打榜吧！ 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 再不打榜就老了！来音乐人先锋榜为 的新作 耗尽-薛之谦;郭聪明 打榜吧！ 天津 我正在 音乐人先锋榜 为 野心 (电影《缉魂》推广曲) 打榜！好音乐需要用行动来支持，你也来为喜欢的音乐人加油吧！ 天津 Wuli 的歌 把你揉碎捏成苹果 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！ 天津 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融“鲸”喜拆包 期待 今年又有歌陪着跨年啦  薛之谦度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融“鲸”喜拆包 薛之谦缉魂MV 薛之谦野心 天津 薛之谦缉魂MV薛之谦新歌 在原则里 我必须胜过你在对手里 你算可敬的宿敌 天津 我望着你 不肯后退的眼睛也不确定 自己代表了光明薛之谦缉魂MV薛之谦 天津·枫丹天城 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 再不打榜就老了！来音乐人先锋榜为 的新作 把你揉碎捏成苹果 打榜吧！ 天津 分享 的歌曲 把你揉碎捏成苹果 天津 再不打榜就老了！来音乐人先锋榜为 的新作 彩券 打榜吧！ 天津 我正在 音乐人先锋榜 为 不爱我-薛之谦 打榜！好音乐需要用行动来支持，你也来为喜欢的音乐人加油吧！ 天津 再不打榜就老了！来音乐人先锋榜为 的新作 天外来物 打榜吧！ 天津 Wuli 的歌 耗尽-薛之谦;郭聪明 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！ 天津 感谢 为乐坛贡献了这么好听的歌 野心 (电影《缉魂》推广曲) ，我要为TA在音乐人先锋榜上打打榜！ 天津 我正在 音乐人先锋榜 为 把你揉碎捏成苹果 打榜！好音乐需要用行动来支持，你也来为喜欢的音乐人加油吧！ 天津  薛之谦 把你揉碎捏成苹果 薛之谦新歌 分享单曲 把你揉碎捏成苹果 (  度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包  度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！ 度小满金融“鲸”喜拆包 度小满金融江苏卫视跨年 开启“鲸”喜代言人票选大赏，我心中的最佳人选是 ，快来为你喜欢的爱豆打call！度小满金融“鲸”喜拆包    为乡村教育撑起希望为爱前行，我一直在路上。我在“为乡村教育撑起希望”项目捐款成功！ 为乡村教育撑起希望 ,2
 我抽到了！！！全球跨年 我收到了 发给我的专属跨年祝福！有了这段祝福2021我一定会过的更好！~我有你没有嘿嘿，想要的话快来点击收祝福吧！ 链接→ 我正在参加全球跨年 祝福心愿瓶活动，我收到了 发给我的专属跨年祝福！点击收祝福，就像群星祝福抽盲盒，你能抽到谁的祝福呢，快来试试吧！ 诚邀身处世界各地的你，一起全球跨年送祝福！祝福传送门→ 深夜放毒（我大概是个美食玻珠） bt21 大羊好可爱！欢迎bed新成员 ✔️冬天在有暖气的地方来一个冰淇淋 最近心水的套装 国家公祭日勿忘历史，爱我中华，珍爱和平 其实是旧图 十二月的第一天从好消息开始,2
   圣诞帽给我一顶圣诞帽  太可爱了呜呜呜呜 望周知 太可爱了 阴阳师手游 我获得了一个全新的皮肤，随手分享喜悦~?( °?° )?,3
   绝了 不听的歌都真香了 我参与了 发起的【丽姐/李知恩/李智恩】，我投给了“IU李知恩六大赏国民歌手”这个选项，你也快来表态吧~ 我参与了 发起的【丽姐/李知恩/李智恩】，我投给了“IU李知恩记录创造者”这个选项，你也快来表态吧~ 我参与了 发起的【丽姐/李知恩/李智恩】，我投给了“IU李知恩美谈制造机”这个选项，你也快来表态吧~ 我在微博之夜活动中，为周深投出了宝贵的1票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 20年 我室友都认识周深了 并且夸周深真的是宝藏男孩 勤深深组合回归了绝了好嘛勤深深能不能下季常驻啊 等勤深深的舞台真的太难熬了 RM无语了，唯一一部每周等待的韩综，六年的死忠，追我本命都没这么久，现在这么膈应人……zz本来就敏感，动点脑子也应该不会这么做，除了不把我们中国粉丝放在心里 17年暑假拿大鱼当我的闹钟铃声，但对是谁唱的一点都没有兴趣；18年姐姐给我推荐综艺说有周深在，我就附和她了几句也没去关注；19年看了我们的歌，垂直入坑，再去补以前的东西，周深真的美好又强大。真的太讨厌那些只会说周深的嗓音是老天爷问饭吃，而去忽略他的后天努力的人，唱功不是天赐的。,0
,1
 爱你 让我欧起来吧 光遇圣诞寻鹿启示在我头顶！     sky光遇蹲几个互心的，长期一次性都行，孩子想毕业,3
 成年人的恋爱好复杂，我还是当个xxj吧    元旦起厦门大桥单向通行我可喜欢厦门大桥那段路了，波光粼粼的海 我爱毕奇  爷青结，虐文作者们都在写甜文了   。。。两个月买一条还是好穷  在做梦了 啊这  我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！熊猫守护者 哈哈哈哈哈哈哈哈  粉色好嫩 情人 情人 舞台视频我一定得标明，直接转找不到真是急死我了   拍的太美了           恐荔枝美少女不小心买到了荔枝味的饮料  打游戏我可太讨厌狗情侣了，妈的两个连体婴儿。特别女生又菜，男生又带不动的，贼TM恶心。王昭君打百分之七输出也是够牛逼的。  白色的牛牛真的好可爱     好可，就是小公主   确实是好特别的红色 好好看 好美  p3爱了  这个绿太美了 一字肩穿法好看,0
 错过了秋天的第一杯奶茶？没关系，2021年的第一个苹果已经被承包了！快戳链接我为母校赢苹果 ，和我一起参加我为母校赢苹果活动，PICK母校C位出道，赢得2021年第一个最甜的苹果吧！造浪吧少年,0
,3
" 不是没有愿望，而是当人们面对太过强烈又无法实现的渴望时——那些想爱而不能爱的人，那些注定要落空的期待——通过抹去愿望的存在，来回避“求而不得”的痛苦。“以至于到最后自己都忘记了，最初想要被掩藏的东西究竟是什么(T. Levy, 1984)。”",3
 纪念回家那一天和平淡中的快乐 太原 两个连续1.不睡的夜晚明年再也不会干这事了，一定一考完试就回家 临汾 可以可以 文概昨天已经让我吐了今天的文学史我 临汾 给我一顶圣诞帽2020希望可以圆满度过！快要回家了，期末加油(ง ̀_́)ง希望所有付出努力的人都可以得到回报！2020不凡中充满爱 临汾 距离回家14天真的好想回家，复习太迷茫了，真的只想快点逃离 临汾 我真南 2020 哇哇哇！爱辽爱辽，真的是宝藏学姐！温柔与温暖，真有心啦 临汾 莫名烦躁 临汾 新的一个月，要快快乐乐！2020的最后一个月，与众不同的一年希望结局会圆满，会不一般吧！开始了复习月的冲刺！感谢昨日陌生人为白羊座的宝贝点的歌！！希望昨日散发的一点点小爱心可以帮助到别人！！ 临汾,2
 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 我也来了 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  我在微博之夜活动中，为old先投出了宝贵的1票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在微博之夜活动中，为易烊千玺投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  综绽放，逆流上！我最爱的人气团体 入围2020年度微博综艺大赏 啦！关注 获取更多独家资讯！【戳下方即可参与投票】人气嘉宾投票火热进行中 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 终于完事啦！终于可以肝其他的了！ 肝不动了，真的肝不动了 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  电视剧大赏我已为 投出一票，和我一起选出2020年最具人气的电视剧吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年最具人气的电视剧吧～人气男性角色  ,2
,1
   以史为鉴   ,3
      ,3
        这售后可真是太好了 期待期待内地gkd  真的好想Harry     超好听    这熟悉的外套 乍一看还以为要来北京,2
 码一下ORZ 马 草哈哈哈哈草 我也 我为啥要在做实验的时候听玉门关呜呜呜呜我想我团了QAQ呜啊啊啊啊 Ծ‸Ծ 大草 马住 笑吐了哈哈哈哈哈 鼻炎人马住 ,0
 马 冲！ 草莓  今天收到了来自晚安计划的短信今天也是想吃好利来却没有吃到的一天今天觉得大吉岭茶比白茶好闻两个我都爱晚安 马  【九割丼】郑州首家日式炸物专门店感谢 趁着周末和室友一起来吃啦✨ 日式炸猪排套餐 炸猪排➕ 米饭➕ 鸡蛋羹➕ 蔬菜沙拉➕ 汤猪排外酥里嫩，香脆可口鸡蛋羹里面还有香菇，蟹片✨ 经典牛肉丼 不愧是经典吃之前需要搅拌一下，米饭裹上酱汁，奈斯！✨ 南蛮炸鸡 酥酥的外壳，软软的鸡肉，酥软可口✨ 牛油果寿司卷 用料很多，筷子都没有夹住 环境室内灯光是暖色调的给人总体感觉很暖呐服务员也很棒啊 在吃饭的时候小姐姐来添了好几次水 双人套餐三个女生吃刚刚好我和室友觉得炸鸡比猪排好吃哈哈哈哈哈炸鸡真的很不错脆皮咬到嘴里莫名其妙解压 地址：绿地新都会新田360广场A馆5楼     宝格丽白茶香水只有一个小样也不影响我对它的喜欢    耳机耳机耳机 耳机耳机耳机  第一支用完的唇釉竟然是橘朵77除了沾杯啥都好可是已经过了双十二才发现它空了我真的好喜欢橘里橘气的颜色 马 马     耳机我 马 马  马 马   ,2
  抽我抽我 抽我抽我               祝福 ,0
 2020要结束了 糟糕的事却依旧伴随 每次祈求能够顺顺利利解决掉 但是都没有再次希望过年之前能够顺顺利利解决掉希望我的证件照三连发能够驱邪避鬼保佑我！ 本来打算上午去自习 然后我就出门了 突然想起我注销的移动卡 就去移动营业厅看了看出来就去人民医院等车 突然发现我么有零钱 我就准备等免费公交结果公交么等到 等到了我妈 然后就痛快的和我妈一起去超市买东西回家…自习end！ 完蛋了 我开始老了 哪哪都受风都开始贴膏药了 为啥坐火车选座选择靠窗或考过道的还要加钱  悲惨生活 我的小菜鸡和小真鸡终于有小标了！ 香奈儿流浪包 拿起背包带着梦想一起乘风破浪  微盘点 ！ ,3
 可爱呀  期待~   永远！ 王者归来，恭喜~ 柚子加油哦~ 中奖得到的小可爱，今天到家啦~，是今年收到最好的圣诞礼物 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 一切顺利呀 哇新节目！期待呀~ 来啦来啦   来啦    从今开始无所畏惧！感谢金主 微博抽奖平台 一切顺利，保护好自己   喜大普奔！○( ＾皿＾)っHiahiahia…我在toby是只鸭超话等级达到LV.8，获得忠实粉丝头衔，快来 toby是只鸭夸我优秀！ 过过过！ 过！  平安健康，一切顺利~ 羽生结弦柚子26岁生日快乐呀~ 生日快乐  小樱花的撒冰花和吻冰         好可爱  可爱呀~ 好可爱  冲！ 冲呀   撒花~撒花~  ,0
  我已解锁2021跨年关键词！快来微博跨年狂欢节 微博头像挂件 一键分享！即刻点亮跨年头像、专属卡片背景，开启2021好运一整年！ 跨年盲盒惊喜跨年盲盒惊喜跨年盲盒惊喜 我在2021微博跨年狂欢节惊喜榜为你送惊喜啦！今年跨晚就看你了！冲鸭！ 跨年明星惊喜榜    有一种猝不及防叫广东天气一个字，冷ಥ_ಥ  我在2021微博跨年狂欢节惊喜榜为你送惊喜啦！今年跨晚就看你了！冲鸭！ 跨年明星惊喜榜 我在2021微博跨年狂欢节惊喜榜为你送惊喜啦！今年跨晚就看你了！冲鸭！ 跨年明星惊喜榜 广东变冷只需几个小时     TFmen，2023年能来个巡演吗 退，早该退，这节目压根看不下去  Rediation need not be feared，but need be respected. 鹿晗三巡演唱会门票这不错哦   单身女生在广州如何跨年和朋友看电影，《送你一朵小红花》  致敬 简直毁三观  你有学历焦虑吗有啊 一大早醒来就吃了好几个瓜 广州冬至吃什么饺子，汤圆    睡不着，有个打呼噜的舍友怎么办 会一直相信时间是个好东西  放羊的星星 翻拍能不能别翻拍，是没其他剧了可以拍了吗，啥都翻拍 可爱 冬天穿睡衣出门有多舒服哈哈，昨天才穿出去买宵夜 南方人冬天到底有多难看不到雪，还要被冷风吹，被细雨淋      真的连名字都这么配 广州寒冷预警信号生效我现在穿着短袖在宿舍  印象最深刻的童年美食小学附近的雪糕，还有椰汁西米露，豆腐花 六级明天顺利过！！！ 广州一老人摔倒没人敢扶这不是广州吧         希望以后我也可以这样  我们学校饭堂负责人在微信群里说饭免费打，可以打多，但不能浪费。我有次没吃早餐，上课上到快十二点，去饭堂吃饭，让阿姨打多点饭，没想到，就加那么一小勺，还巴拉巴拉啥的，后来因为学校饭堂卫生问题，几乎没去过了     啊啊啊，虽然猜到了，但没想到编剧真这样写，最后一集还有几分钟，睡觉不看了  突然好想吃泡面 好帅 ,3
